非洲	アフリカ
Category:User nan-3	Category:User zh-min-nan-3
Category:User nan-4	Category:User zh-min-nan-4
Category:User nan-N	Category:User zh-min-nan-N
Category:598年出世	Category:598年生
Category:626年	Category:626年
Category:1907年死	Category:1907年没
Category:628年出世	Category:628年生
Category:1970年出世	Category:1970年生
Category:1980年死	Category:1980年没
Category:2008年死	Category:2008年没
Category:1986年死	Category:1986年没
Category:1966年死	Category:1966年没
Category:1946年死	Category:1946年没
Category:1938年死	Category:1938年没
Category:1984年出世	Category:1984年生
Category:1962年死	Category:1962年没
Category:1959年死	Category:1959年没
Category:1943年死	Category:1943年没
Category:1990年出世	Category:1990年生
Category:1934年死	Category:1934年没
Category:1949年死	Category:1949年没
Category:1974年出世	Category:1974年生
Category:1947年死	Category:1947年没
Category:1911年死	Category:1911年没
Category:1903年死	Category:1903年没
Category:2007年死	Category:2007年没
Category:1965年出世	Category:1965年生
Category:1940年出世	Category:1940年生
Category:1898年出世	Category:1898年生
Category:1863年出世	Category:1863年生
Category:1867年出世	Category:1867年生
Category:1871年出世	Category:1871年生
Category:1862年出世	Category:1862年生
Category:各地運動	Category:各国のスポーツ
Category:1977年出世	Category:1977年生
Category:1845年	Category:1845年
Category:1899年出世	Category:1899年生
Category:1844年	Category:1844年
Category:1931年出世	Category:1931年生
Category:1915年出世	Category:1915年生
Category:1929年出世	Category:1929年生
Category:685年出世	Category:685年生
Category:701年	Category:701年
Portal:宗教	Portal:宗教
Category:712年出世	Category:712年生
Template:印尼文	Template:Id icon
Category:742年出世	Category:742年生
Category:756年	Category:756年
Category:770年死	Category:770年没
波 (搞清楚)	波 (曖昧さ回避)
Category:日本歌手	Category:日本の歌手
Category:總理	Category:首相
Category:石油	Category:石油
Category:1954年出世	Category:1954年生
Category:856年出世	Category:856年生
Category:1990年代出世	Category:1990年代生
Category:867年出世	Category:867年生
Category:1980年代出世	Category:1980年代生
Category:符號	Category:シンボル
Category:872年	Category:872年
Category:玻璃	Category:ガラス
Category:文明	Category:文明
Category:劇院	Category:劇場
Category:社會科學	Category:社会科学
Category:白俄羅斯	Category:ベラルーシ
Category:卑詩省	Category:ブリティッシュコロンビア州
Category:安大略省	Category:オンタリオ州
Category:麻薩諸塞州	Category:マサチューセッツ州
Category:1960年出世	Category:1960年生
Category:926年	Category:926年
Category:926年死	Category:926年没
Category:927年出世	Category:927年生
Category:各類歌手	Category:ジャンル別の歌手
Category:939年出世	Category:939年生
Category:942年出世	Category:942年生
Template:Editprotected	Template:保護編集依頼
Category:976年死	Category:976年没
Category:989年出世	Category:989年生
Category:991年出世	Category:991年生
Category:999年出世	Category:999年生
Category:蘇州人	Category:蘇州出身の人物
Template:Infobox City	Template:世界の市
Category:1007年出世	Category:1007年生
Category:1019年出世	Category:1019年生
Category:1021年出世	Category:1021年生
Category:1036年	Category:1036年
Category:1050年死	Category:1050年没
Template:MCO	Template:MCO
Template:匈牙利旗資料	Template:Country data Hungary
Category:宗教史	Category:宗教の歴史
Category:香港公司	Category:香港の企業
Category:美國教育	Category:アメリカ合衆国の教育
Category:國外交	Category:各国の国際関係
Category:1081年	Category:1081年
Category:1082年	Category:1082年
Category:1082年出世	Category:1082年生
Category:1083年	Category:1083年
Category:1084年	Category:1084年
Category:1085年	Category:1085年
Category:1086年死	Category:1086年没
Category:1087年	Category:1087年
Category:1089年出世	Category:1089年生
Category:1091年	Category:1091年
Category:1093年	Category:1093年
Category:1094年	Category:1094年
Category:1095年	Category:1095年
Category:1096年	Category:1096年
Category:1097年	Category:1097年
Category:1100年	Category:1100年
Category:1103年	Category:1103年
Category:1104年	Category:1104年
Category:1105年	Category:1105年
Category:1106年	Category:1106年
Category:1107年	Category:1107年
Category:1107年出世	Category:1107年生
Category:1109年	Category:1109年
Category:1112年	Category:1112年
Category:1116年	Category:1116年
Category:1117年	Category:1117年
Category:1119年	Category:1119年
Category:1120年	Category:1120年
Category:1124年	Category:1124年
Category:1125年	Category:1125年
Template:User zh-0	Template:User zh-0
Category:1128年	Category:1128年
Category:1129年	Category:1129年
Category:1130年出世	Category:1130年生
Category:1133年	Category:1133年
Category:1830年死	Category:1830年没
Category:1138年	Category:1138年
Category:1139年	Category:1139年
Category:東歐	Category:東欧
Category:1141年	Category:1141年
Category:1143年	Category:1143年
Category:1144年	Category:1144年
Category:1145年	Category:1145年
Category:1147年	Category:1147年
Category:1148年	Category:1148年
Category:1150年	Category:1150年
Category:1151年	Category:1151年
Category:1152年	Category:1152年
Category:1154年	Category:1154年
Category:1993年死	Category:1993年没
Category:1155年	Category:1155年
Category:1156年	Category:1156年
Category:1157年	Category:1157年
Category:1159年	Category:1159年
Category:非洲國	Category:アフリカの国
Category:1998年死	Category:1998年没
Category:1161年	Category:1161年
Category:1162年	Category:1162年
Category:1163年	Category:1163年
Category:1164年	Category:1164年
Category:1165年	Category:1165年
Category:1166年	Category:1166年
Category:1168年	Category:1168年
Category:1169年	Category:1169年
Category:1170年	Category:1170年
Category:1172年	Category:1172年
Category:1173年	Category:1173年
Category:1175年	Category:1175年
Category:1176年	Category:1176年
Category:1177年	Category:1177年
Category:國教育	Category:各国の教育
Category:1180年	Category:1180年
Category:1181年	Category:1181年
Category:1183年	Category:1183年
Category:1184年	Category:1184年
Category:1186年	Category:1186年
Category:1188年	Category:1188年
Category:1191年	Category:1191年
Category:1192年	Category:1192年
Category:出版業	Category:出版
Category:1193年	Category:1193年
三角褲	ブリーフ
Category:1194年	Category:1194年
Category:1195年	Category:1195年
Category:1197年	Category:1197年
Category:1198年	Category:1198年
Category:1200年	Category:1200年
Category:1200年死	Category:1200年没
Category:1201年	Category:1201年
Category:1203年	Category:1203年
Category:1205年	Category:1205年
Category:1206年	Category:1206年
Category:1207年	Category:1207年
Category:1208年	Category:1208年
Category:1211年	Category:1211年
Category:1212年	Category:1212年
Category:1213年	Category:1213年
Template:加拿大省級政區	Template:カナダの州
Category:1215年	Category:1215年
Category:1217年	Category:1217年
Category:1218年	Category:1218年
Category:1222年	Category:1222年
Category:1224年	Category:1224年
Category:1225年	Category:1225年
Category:1226年	Category:1226年
Category:1227年	Category:1227年
Category:1228年	Category:1228年
Template:!w	Template:!wrap
Category:1229年	Category:1229年
Template:(!	Template:(!
Category:1951年出世	Category:1951年生
Category:1231年	Category:1231年
Category:1232年	Category:1232年
Template:(((	Template:(((
Template:)!	Template:)!
Template:)))	Template:)))
Category:1233年	Category:1233年
Category:1234年	Category:1234年
Category:地形	Category:地形
Category:1235年	Category:1235年
Category:1236年	Category:1236年
Category:1237年	Category:1237年
Category:1237年出世	Category:1237年生
Category:1238年	Category:1238年
Category:1941年電影	Category:1941年の映画
Category:1240年	Category:1240年
Category:1241年	Category:1241年
Template:Zh icon	Template:Zh icon
Category:1242年	Category:1242年
Category:1244年	Category:1244年
Category:1245年	Category:1245年
Category:1247年	Category:1247年
Category:1248年	Category:1248年
Category:2012年電影	Category:2012年の映画
Category:1249年	Category:1249年
Category:1250年	Category:1250年
Category:1251年	Category:1251年
Category:1252年	Category:1252年
Category:1253年	Category:1253年
Category:1254年	Category:1254年
Category:1254年出世	Category:1254年生
Category:1255年	Category:1255年
Category:1256年	Category:1256年
Category:1257年	Category:1257年
Category:1881年死	Category:1881年没
Category:1258年	Category:1258年
Category:1882年死	Category:1882年没
Category:1260年	Category:1260年
Category:1883年死	Category:1883年没
Category:1262年	Category:1262年
Template:User christian	Template:User christian
Category:1265年	Category:1265年
Category:1265年出世	Category:1265年生
Category:1266年	Category:1266年
Category:1267年	Category:1267年
Category:1269年	Category:1269年
Category:1270年	Category:1270年
Category:1271年	Category:1271年
Category:1273年	Category:1273年
Category:1275年	Category:1275年
Category:1276年	Category:1276年
Category:1277年	Category:1277年
Template:字節單位	Template:バイトの単位表
Category:1279年	Category:1279年
Category:1280年	Category:1280年
Category:1281年	Category:1281年
Category:1282年	Category:1282年
Category:1283年	Category:1283年
Category:1285年	Category:1285年
Category:1287年	Category:1287年
Category:1288年	Category:1288年
Category:1289年	Category:1289年
Category:1290年	Category:1290年
Category:1292年	Category:1292年
Category:1293年	Category:1293年
Category:1294年	Category:1294年
Category:1295年	Category:1295年
Category:1296年	Category:1296年
Category:江戶時代	Category:江戸時代
Category:1297年	Category:1297年
Category:1298年	Category:1298年
Category:安土桃山時代	Category:安土桃山時代
Category:1940年代	Category:1940年代
Category:室町時代	Category:室町時代
Category:1900年代	Category:1900年代
Category:1910年代	Category:1910年代
Category:1301年	Category:1301年
Category:鎌倉時代	Category:鎌倉時代
Category:1920年代	Category:1920年代
Category:1930年代	Category:1930年代
Category:1950年代	Category:1950年代
Category:平安時代	Category:平安時代
Category:1960年代	Category:1960年代
Category:1303年	Category:1303年
Category:1980年代	Category:1980年代
Category:1990年代	Category:1990年代
Category:飛鳥時代	Category:飛鳥時代
Category:1305年	Category:1305年
Category:2000年代	Category:2000年代
Category:2010年代	Category:2010年代
Category:2020年代	Category:2020年代
Category:1306年	Category:1306年
Category:2030年代	Category:2030年代
Category:1307年	Category:1307年
Category:1308年	Category:1308年
Category:1309年	Category:1309年
Category:1311年	Category:1311年
Template:告白	Template:宣伝
Category:1313年	Category:1313年
Category:1314年	Category:1314年
Category:1315年	Category:1315年
Category:日本戰國時代	Category:戦国時代 (日本)
Template:Vi icon	Template:Vi icon
Category:1317年	Category:1317年
Wikipedia:當年今日/11月	Wikipedia:今日は何の日 11月
Category:1319年	Category:1319年
Category:1322年	Category:1322年
Category:1327年	Category:1327年
Category:1328年	Category:1328年
Category:1328年出世	Category:1328年生
Category:1329年	Category:1329年
Category:1330年	Category:1330年
Category:1331年	Category:1331年
Category:1332年	Category:1332年
Category:1333年	Category:1333年
Category:1335年	Category:1335年
Category:1336年	Category:1336年
Category:1338年	Category:1338年
Template:User da-3	Template:User da-3
Category:1341年	Category:1341年
Category:1342年	Category:1342年
Category:1343年	Category:1343年
Category:1346年	Category:1346年
Category:1348年	Category:1348年
Category:1350年	Category:1350年
Category:1351年	Category:1351年
Category:1353年	Category:1353年
Category:1354年	Category:1354年
Category:1355年	Category:1355年
Category:1356年	Category:1356年
Category:1358年	Category:1358年
Category:1359年	Category:1359年
Category:1360年	Category:1360年
Category:1360年出世	Category:1360年生
Category:1361年	Category:1361年
Category:1364年	Category:1364年
Category:1365年	Category:1365年
Category:1366年	Category:1366年
Category:1367年	Category:1367年
Category:1369年	Category:1369年
Category:1370年	Category:1370年
Category:1371年	Category:1371年
Category:1371年出世	Category:1371年生
Category:1373年	Category:1373年
Category:1375年	Category:1375年
Category:法西斯主義	Category:ファシズム
Category:1376年	Category:1376年
Category:1377年出世	Category:1377年生
Category:1378年	Category:1378年
Category:動物解剖學	Category:動物解剖学
Category:封建制度	Category:封建制
Category:1379年	Category:1379年
Category:合金	Category:合金
Category:俄羅斯工業	Category:ロシアの産業
Category:理論物理	Category:理論物理学
Category:1381年	Category:1381年
Category:越戰	Category:ベトナム戦争
Wikipedia:架生	Wikipedia:ツール
Category:1383年	Category:1383年
Category:1384年	Category:1384年
Category:1385年	Category:1385年
Category:1386年	Category:1386年
Category:1389年	Category:1389年
Category:1390年	Category:1390年
Category:1503年	Category:1503年
Category:過渡金屬	Category:遷移金属
Category:1393年	Category:1393年
Category:1396年	Category:1396年
Category:1529年	Category:1529年
Category:1396年出世	Category:1396年生
Template:User ja-2	Template:User ja-2
Category:1397年	Category:1397年
Category:1397年出世	Category:1397年生
Template:User ko-2	Template:User ko-2
Category:1398年死	Category:1398年没
Template:User ko-1	Template:User ko-1
Category:1399年	Category:1399年
Category:1400年出世	Category:1400年生
Category:1528年	Category:1528年
Category:1401年	Category:1401年
Category:1523年	Category:1523年
Category:1401年出世	Category:1401年生
Category:1402年出世	Category:1402年生
Template:紐西蘭旗資料	Template:Country data New Zealand
Category:1403年出世	Category:1403年生
Category:1404年	Category:1404年
Category:1404年出世	Category:1404年生
Category:1405年	Category:1405年
Category:1405年出世	Category:1405年生
Category:1406年	Category:1406年
Template:User es-3	Template:User es-3
Category:1407年出世	Category:1407年生
Category:1408年	Category:1408年
Category:日本文化	Category:日本の文化
Category:1408年出世	Category:1408年生
Category:1516年	Category:1516年
Category:日本地理	Category:日本の地理
Category:1409年出世	Category:1409年生
Category:1411年出世	Category:1411年生
Category:1412年出世	Category:1412年生
Category:火星	Category:火星
Category:1413年	Category:1413年
Category:1413年出世	Category:1413年生
Category:1414年	Category:1414年
Category:1414年出世	Category:1414年生
Category:1530年	Category:1530年
Category:1522年	Category:1522年
Category:1416年出世	Category:1416年生
Category:1525年	Category:1525年
Category:1417年	Category:1417年
Category:1417年出世	Category:1417年生
Category:1531年	Category:1531年
Category:1418年	Category:1418年
Category:1418年出世	Category:1418年生
Category:1419年	Category:1419年
Template:User ja-3	Template:User ja-3
Category:1420年出世	Category:1420年生
Category:1422年	Category:1422年
Category:1527年	Category:1527年
Category:1513年	Category:1513年
Category:1423年出世	Category:1423年生
Category:1449年	Category:1449年
Category:1424年	Category:1424年
Category:1508年	Category:1508年
Category:1504年	Category:1504年
Category:1425年出世	Category:1425年生
Category:1509年	Category:1509年
Category:1426年	Category:1426年
Category:1506年	Category:1506年
Category:1427年出世	Category:1427年生
Category:1519年	Category:1519年
Category:1428年	Category:1428年
Template:User ko-3	Template:User ko-3
Category:1428年出世	Category:1428年生
Category:1429年	Category:1429年
Category:1430年	Category:1430年
Category:1430年出世	Category:1430年生
Category:1431年	Category:1431年
Category:1431年死	Category:1431年没
Category:1432年出世	Category:1432年生
Category:1510年	Category:1510年
Category:1433年出世	Category:1433年生
Category:1434年	Category:1434年
Category:1512年	Category:1512年
Category:1434年出世	Category:1434年生
Category:1435年	Category:1435年
Category:1524年	Category:1524年
Category:1436年	Category:1436年
Category:1437年	Category:1437年
Category:1438年出世	Category:1438年生
Category:1439年	Category:1439年
Category:1439年出世	Category:1439年生
Category:1440年	Category:1440年
Category:1441年出世	Category:1441年生
Category:1442年出世	Category:1442年生
Category:1443年	Category:1443年
Category:1444年出世	Category:1444年生
Category:1445年	Category:1445年
Category:1446年出世	Category:1446年生
Category:1447年	Category:1447年
Category:1448年出世	Category:1448年生
Category:1449年出世	Category:1449年生
Category:1450年	Category:1450年
Category:1451年出世	Category:1451年生
Category:1452年出世	Category:1452年生
Category:1453年出世	Category:1453年生
Category:1455年出世	Category:1455年生
Category:1456年出世	Category:1456年生
Category:1457年	Category:1457年
Category:1458年	Category:1458年
Category:1459年出世	Category:1459年生
Category:1460年	Category:1460年
Category:1461年出世	Category:1461年生
Category:1462年	Category:1462年
Category:1463年	Category:1463年
Category:1463年出世	Category:1463年生
Category:1464年	Category:1464年
Category:1464年出世	Category:1464年生
Category:1465年出世	Category:1465年生
Category:1466年	Category:1466年
Category:1467年	Category:1467年
Category:1468年	Category:1468年
Category:1468年出世	Category:1468年生
Category:1468年死	Category:1468年没
Category:1469年出世	Category:1469年生
Category:1470年	Category:1470年
Category:1471年	Category:1471年
Category:1471年出世	Category:1471年生
Category:1473年	Category:1473年
Category:1473年出世	Category:1473年生
Category:1474年	Category:1474年
Category:1474年出世	Category:1474年生
Category:科幻片	Category:SF映画
Category:1475年	Category:1475年
Category:1475年出世	Category:1475年生
Category:1476年	Category:1476年
Category:1477年出世	Category:1477年生
Category:1478年	Category:1478年
Category:1478年出世	Category:1478年生
Category:1479年	Category:1479年
Category:1479年出世	Category:1479年生
Category:1480年出世	Category:1480年生
Category:1481年出世	Category:1481年生
Category:1482年	Category:1482年
Category:1482年出世	Category:1482年生
Category:1483年	Category:1483年
Category:User pt-N	Category:User pt-N
Category:1484年出世	Category:1484年生
Category:1485年出世	Category:1485年生
Category:1486年出世	Category:1486年生
Category:1487年出世	Category:1487年生
Category:1488年出世	Category:1488年生
Category:1489年出世	Category:1489年生
Category:1490年	Category:1490年
Template:Infobox animanga/Headerofja	Template:Infobox animanga/Header2
Category:User ro-2	Category:User ro-2
Category:1491年	Category:1491年
Category:1492年出世	Category:1492年生
Category:1493年	Category:1493年
Category:1493年出世	Category:1493年生
Category:1494年	Category:1494年
Category:1494年出世	Category:1494年生
Category:User ru	Category:User ru
Category:1495年出世	Category:1495年生
Category:1496年	Category:1496年
Category:1497年	Category:1497年
Category:User ru-3	Category:User ru-3
Category:1497年出世	Category:1497年生
Category:1498年	Category:1498年
Category:環保組織	Category:環境保護団体
Category:1499年出世	Category:1499年生
Category:1500年	Category:1500年
Category:1501年	Category:1501年
Category:1501年出世	Category:1501年生
Category:英國教育	Category:イギリスの教育
Category:1502年出世	Category:1502年生
Category:1503年出世	Category:1503年生
Category:1504年出世	Category:1504年生
Category:1505年出世	Category:1505年生
Category:1506年出世	Category:1506年生
Category:1507年	Category:1507年
Category:1508年出世	Category:1508年生
Category:1509年出世	Category:1509年生
Category:1510年出世	Category:1510年生
Category:1511年	Category:1511年
Category:1512年出世	Category:1512年生
Category:1513年出世	Category:1513年生
Category:1514年	Category:1514年
Category:1515年出世	Category:1515年生
Category:1516年出世	Category:1516年生
Category:1517年	Category:1517年
Category:1518年出世	Category:1518年生
Category:1519年出世	Category:1519年生
Category:1519年死	Category:1519年没
Category:1520年	Category:1520年
Category:1521年出世	Category:1521年生
Category:1522年出世	Category:1522年生
Category:1523年出世	Category:1523年生
Category:1524年出世	Category:1524年生
Category:1524年死	Category:1524年没
Category:1525年出世	Category:1525年生
Category:1526年	Category:1526年
Category:1527年出世	Category:1527年生
Category:1528年出世	Category:1528年生
Category:1529年出世	Category:1529年生
Category:1530年出世	Category:1530年生
Category:1531年出世	Category:1531年生
Category:1532年	Category:1532年
Category:1532年出世	Category:1532年生
Category:1533年出世	Category:1533年生
Category:1534年	Category:1534年
Category:1536年出世	Category:1536年生
Category:1537年出世	Category:1537年生
Category:1538年	Category:1538年
Category:1538年出世	Category:1538年生
Category:1539年出世	Category:1539年生
Category:1540年出世	Category:1540年生
Category:1541年	Category:1541年
Category:1541年出世	Category:1541年生
Category:1542年	Category:1542年
Category:1543年	Category:1543年
Category:1543年出世	Category:1543年生
Category:1544年	Category:1544年
Category:1544年出世	Category:1544年生
Category:User sv-1	Category:User sv-1
Category:1545年	Category:1545年
Category:User sv-3	Category:User sv-3
Category:1546年出世	Category:1546年生
Category:1547年	Category:1547年
Category:User sv-N	Category:User sv-N
Category:1548年	Category:1548年
Category:1549年出世	Category:1549年生
Category:1550年	Category:1550年
Category:1551年出世	Category:1551年生
Category:1552年出世	Category:1552年生
Category:1553年出世	Category:1553年生
Category:1554年	Category:1554年
Category:1555年出世	Category:1555年生
Category:1556年出世	Category:1556年生
Category:1557年	Category:1557年
Category:1558年	Category:1558年
Category:1559年	Category:1559年
Category:1559年出世	Category:1559年生
Category:1560年出世	Category:1560年生
Category:1560年死	Category:1560年没
Category:1561年出世	Category:1561年生
Category:1562年	Category:1562年
Category:1563年出世	Category:1563年生
Category:1564年出世	Category:1564年生
Category:1565年	Category:1565年
Category:1565年死	Category:1565年没
Category:1566年出世	Category:1566年生
Category:1567年	Category:1567年
Category:1568年	Category:1568年
Category:1569年出世	Category:1569年生
Category:1570年	Category:1570年
Category:1570年出世	Category:1570年生
Category:1571年	Category:1571年
Category:1572年出世	Category:1572年生
Category:1573年	Category:1573年
Category:1573年出世	Category:1573年生
Category:1574年	Category:1574年
Category:1575年出世	Category:1575年生
Category:1576年出世	Category:1576年生
Category:1577年	Category:1577年
Category:1578年出世	Category:1578年生
Category:1579年	Category:1579年
Category:1580年出世	Category:1580年生
Category:1581年	Category:1581年
Category:1582年出世	Category:1582年生
Category:1583年	Category:1583年
Category:1585年出世	Category:1585年生
Category:1586年	Category:1586年
Category:1587年出世	Category:1587年生
Category:1588年	Category:1588年
Category:1590年出世	Category:1590年生
Category:1591年	Category:1591年
Category:1592年出世	Category:1592年生
Category:1593年	Category:1593年
Category:1594年	Category:1594年
Category:1595年出世	Category:1595年生
Category:1596年出世	Category:1596年生
Category:1597年	Category:1597年
Category:1598年	Category:1598年
Category:1598年死	Category:1598年没
Category:1599年出世	Category:1599年生
Category:1600年	Category:1600年
Category:1601年	Category:1601年
Category:1602年出世	Category:1602年生
Category:1603年	Category:1603年
Category:1603年死	Category:1603年没
Category:1605年出世	Category:1605年生
Category:1606年	Category:1606年
Category:User th-1	Category:User th-1
Category:1607年出世	Category:1607年生
Category:1608年	Category:1608年
Category:1609年出世	Category:1609年生
Category:1610年出世	Category:1610年生
Category:1612年出世	Category:1612年生
Category:1613年出世	Category:1613年生
Category:1614年出世	Category:1614年生
Category:1615年出世	Category:1615年生
Category:1616年	Category:1616年
Category:1617年	Category:1617年
Category:1618年出世	Category:1618年生
Category:1619年	Category:1619年
Category:1620年出世	Category:1620年生
Category:1621年	Category:1621年
Category:1622年出世	Category:1622年生
Category:1623年	Category:1623年
Category:1624年出世	Category:1624年生
Category:1625年	Category:1625年
Category:1626年出世	Category:1626年生
Category:1627年	Category:1627年
Category:1628年	Category:1628年
Category:1629年出世	Category:1629年生
Category:亞洲機場	Category:アジアの空港
Category:1630年	Category:1630年
Category:1630年死	Category:1630年没
Category:1631年出世	Category:1631年生
Category:1632年	Category:1632年
Category:1633年出世	Category:1633年生
Category:1634年	Category:1634年
Category:1635年出世	Category:1635年生
Category:1636年	Category:1636年
Category:1636年死	Category:1636年没
Category:1637年出世	Category:1637年生
Category:1638年	Category:1638年
Category:1639年	Category:1639年
Category:1640年出世	Category:1640年生
Category:1641年	Category:1641年
Category:1642年出世	Category:1642年生
Category:1643年	Category:1643年
Category:1644年出世	Category:1644年生
Category:1645年	Category:1645年
Category:1645年死	Category:1645年没
Category:1646年	Category:1646年
Category:1647年出世	Category:1647年生
Category:1648年	Category:1648年
Category:1649年出世	Category:1649年生
Category:1650年	Category:1650年
Category:1650年死	Category:1650年没
Category:1651年	Category:1651年
Category:1652年出世	Category:1652年生
Category:User yi	Category:User yi
Category:User yi-1	Category:User yi-1
Category:1653年出世	Category:1653年生
Category:1654年	Category:1654年
Category:1654年出世	Category:1654年生
Category:電視節目	Category:テレビ番組
Category:1655年出世	Category:1655年生
Category:1656年	Category:1656年
Category:1657年出世	Category:1657年生
Category:User yue-1	Category:User zh-yue-1
Category:1658年	Category:1658年
Category:User yue-2	Category:User zh-yue-2
Category:User yue-3	Category:User zh-yue-3
Category:User yue-4	Category:User zh-yue-4
Category:User yue-N	Category:User zh-yue-N
Category:1660年	Category:1660年
Category:1660年出世	Category:1660年生
Category:1661年出世	Category:1661年生
Category:1662年	Category:1662年
Category:1662年死	Category:1662年没
Category:1663年出世	Category:1663年生
Category:1664年	Category:1664年
Category:1665年出世	Category:1665年生
Category:1666年出世	Category:1666年生
Category:1667年	Category:1667年
Category:1669年出世	Category:1669年生
Category:1670年	Category:1670年
Category:1671年出世	Category:1671年生
Category:1672年出世	Category:1672年生
Category:1673年出世	Category:1673年生
Category:1674年出世	Category:1674年生
Category:1675年	Category:1675年
Category:1676年出世	Category:1676年生
Category:1677年	Category:1677年
Category:1678年出世	Category:1678年生
Category:1679年	Category:1679年
Category:1680年出世	Category:1680年生
Category:1681年	Category:1681年
Category:1682年	Category:1682年
Category:1683年	Category:1683年
Category:1684年出世	Category:1684年生
Category:1685年	Category:1685年
Category:1686年出世	Category:1686年生
Category:1687年出世	Category:1687年生
Category:1688年	Category:1688年
Category:1689年出世	Category:1689年生
Category:1690年	Category:1690年
Category:1692年	Category:1692年
Template:En icon	Template:En icon
Category:1693年出世	Category:1693年生
Category:1694年	Category:1694年
Category:1695年	Category:1695年
Category:1696年出世	Category:1696年生
Category:1697年	Category:1697年
Category:1698年	Category:1698年
Category:1699年出世	Category:1699年生
Category:1700年	Category:1700年
Category:1701年出世	Category:1701年生
Category:1702年出世	Category:1702年生
Category:1703年	Category:1703年
Category:1704年	Category:1704年
Category:1704年死	Category:1704年没
Category:1706年出世	Category:1706年生
Category:1707年	Category:1707年
Category:1708年出世	Category:1708年生
Category:1709年	Category:1709年
Category:1709年出世	Category:1709年生
Category:1710年	Category:1710年
Category:1711年出世	Category:1711年生
Category:1712年	Category:1712年
Category:1713年出世	Category:1713年生
Category:1714年	Category:1714年
Category:1715年出世	Category:1715年生
Category:1716年	Category:1716年
Category:1717年	Category:1717年
Category:1717年死	Category:1717年没
Category:1718年出世	Category:1718年生
Category:1719年	Category:1719年
Category:1720年出世	Category:1720年生
Category:1721年	Category:1721年
Category:1722年出世	Category:1722年生
Category:1723年	Category:1723年
Category:1724年出世	Category:1724年生
Category:1725年	Category:1725年
Category:山東	Category:山東省
Category:雲南	Category:雲南省
Category:浙江	Category:浙江省
Category:青海	Category:青海省
Category:河南	Category:河南省
Category:神仙	Category:仙人
Category:湖南	Category:湖南省
Category:札幌	Category:札幌市
Category:4年	Category:4年
Category:6年	Category:6年
Category:8年	Category:8年
Template:荷蘭省	Template:オランダの地方行政区画
Category:14年	Category:14年
Template:經濟楔	Template:Economy-stub
Category:18年	Category:18年
Category:20年	Category:20年
Category:38年死	Category:38年没
Template:法羅群島旗資料	Template:Country data Faroe Islands
Category:音樂家	Category:音楽家
Category:1981年電影	Category:1981年の映画
Template:BS-colspan	Template:BS-colspan
Template:!((	Template:!((
Template:))!	Template:))!
Category:港鐵車站	Category:香港MTRの駅
Template:話	Template:Lang
Category:日本文學	Category:日本文学
Category:自殺者	Category:自殺した人物
Category:155年出世	Category:155年生
Category:156年出世	Category:156年生
Template:美國旗資料	Template:Country data United States
Category:1969年死	Category:1969年没
Category:各地藝術家	Category:各国の美術家
Category:畫家	Category:画家
Template:政治人楔	Template:Politician-stub
Category:1881年出世	Category:1881年生
Category:各地文藝	Category:各国の芸術
Category:印度宗教	Category:インドの宗教
Category:同位素	Category:同位体
Category:191年死	Category:191年没
Category:200年死	Category:200年没
Category:泰國傳媒	Category:タイのメディア
Category:203年死	Category:203年没
紅蟹	シマイシガニ
Category:208年死	Category:208年没
Category:210年死	Category:210年没
Category:212年死	Category:212年没
Category:234年	Category:234年
Category:236年	Category:236年
Category:238年	Category:238年
Category:第二次世界大戰人物	Category:第二次世界大戦の人物
Category:軍人	Category:軍人
Category:260年死	Category:260年没
Category:核苷酸	Category:ヌクレオチド
Category:271年死	Category:271年没
Category:中國作家	Category:中国の著作家
Category:前323年	Category:323年
Category:美國戰爭	Category:アメリカ合衆国の戦争
Template:SSD	Template:SSD
Category:1986年電影	Category:1986年の映画
Category:諾貝爾獎得主	Category:ノーベル賞受賞者
工部	工部 (六部)
Category:1944年出世	Category:1944年生
Category:1932年出世	Category:1932年生
Category:1934年出世	Category:1934年生
Category:1935年出世	Category:1935年生
Category:球賽術語	Category:スポーツ用語
Category:樹	Category:木
Category:602年出世	Category:602年生
Category:624年出世	Category:624年生
Category:626年出世	Category:626年生
Category:1941年出世	Category:1941年生
Category:697年出世	Category:697年生
Category:701年出世	Category:701年生
Category:711年出世	Category:711年生
Category:726年出世	Category:726年生
Category:872年出世	Category:872年生
Category:968年出世	Category:968年生
Category:勞工	Category:労働
Category:1048年出世	Category:1048年生
Category:社會學	Category:社会学
Category:1103年出世	Category:1103年生
Category:1127年出世	Category:1127年生
Category:1162年出世	Category:1162年生
Category:1198年出世	Category:1198年生
Category:系統	Category:システム
Category:1215年出世	Category:1215年生
Category:結構	Category:構造
Category:1331年出世	Category:1331年生
Template:IRL	Template:IRL
Category:1406年出世	Category:1406年生
Category:1410年出世	Category:1410年生
Category:1419年出世	Category:1419年生
Category:1422年出世	Category:1422年生
Category:1424年出世	Category:1424年生
Category:1426年出世	Category:1426年生
Category:1429年出世	Category:1429年生
Category:1431年出世	Category:1431年生
Category:1435年出世	Category:1435年生
Category:1436年出世	Category:1436年生
Category:1437年出世	Category:1437年生
Category:1440年出世	Category:1440年生
Category:1443年出世	Category:1443年生
Category:1445年出世	Category:1445年生
Category:1447年出世	Category:1447年生
Category:1450年出世	Category:1450年生
